施設ID,施設名,電話番号,郵便番号,都道府県,市区町村,住所,web,GoogleMap,ランク,カテゴリ,latitude,longitude,施設GID,営業ステータス,phone,照合方法,post_id,normalized_name,normalized_address
242,くろさわ歯科クリニック,0133-25-2888,〒061-0235,北海道,石狩郡,北栄町39−4 当別町,https://www.kurosawa-dental.com/,"https://www.google.com/maps/place/Kurosawa+Dental+Clinic/@43.2274097,141.5175412,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b39bd613f8d2b:0x70150422d683e05d!8m2!3d43.2274097!4d141.5175412!16s%2Fg%2F1tgpsdxh?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoASAFQAw%3D%3D",4.4,歯科医院,43.2274097,141.5175412,ChIJK40_Yb05C18RXeCD1iIEFXA,,133252888,電話番号,4997,くろさわ歯科クリニック,北栄町394当別町
243,学校法人東日本学園 北海道医療大学歯科クリニック,0133-23-1601,〒061-0212,北海道,石狩郡,当別町金沢1757,http://clinic.hoku-iryo-u.ac.jp/,"https://www.google.com/maps/place/Health+Sciences+University+of+Hokkaido+Dental+Clinic/@43.2325956,141.5498002,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b384a94acd247:0x5a436ff90e23c83b!8m2!3d43.2325956!4d141.5498002!16s%2Fg%2F1q5blph26?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoASAFQAw%3D%3D",3.2,歯科医院,43.232873,141.549671,ChIJR9KslEo4C18RO8gjDvlvQ1o,,133231601,電話番号,8133,学校法人東日本学園 北海道医療大学歯科クリニック,当別町金沢1757
244,わかば歯科クリニック,0133-74-6886,〒061-3223,北海道,石狩市,緑苑台東3条1丁目102,,https://maps.google.com/?cid=15163346314242614306,3.5,歯科医院,43.1666917,141.3423573,ChIJzQ-9eqolC18RIuSoSiIHb9I,,133746886,電話番号+緯度経度,4818,わかば歯科クリニック,緑苑台東3条1丁目102
245,当別ファミリー歯科,0133-23-4618,〒061-0233,北海道,石狩郡,白樺町5−24 当別町,http://tobetsu-dental.com/,"https://www.google.com/maps/place/%E5%BD%93%E5%88%A5%E3%83%95%E3%82%A1%E3%83%9F%E3%83%AA%E3%83%BC%E6%AD%AF%E7%A7%91/@43.223801,141.5117605,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b39157c492019:0x40d4b736f6043aab!8m2!3d43.223801!4d141.5117605!16s%2Fg%2F11rylbyx3p?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoASAFQAw%3D%3D",3.9,歯科医院,43.223801,141.5117605,ChIJGSBJfBU5C18RqzoE9ja31EA,,133234618,電話番号+緯度経度,4832,当別ファミリー歯科,白樺町524当別町
246,しんしのつ村歯科診療所,0126-39-2118,〒068-1100,北海道,石狩郡,新篠津村第45線北14,https://shinshinotsushika.net/,"https://www.google.com/maps/place/%E3%81%97%E3%82%93%E3%81%97%E3%81%AE%E3%81%A4%E6%9D%91%E6%AD%AF%E7%A7%91%E8%A8%BA%E7%99%82%E6%89%80/@43.2241876,141.6414962,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b48202418e19b:0x5f40373161db811d!8m2!3d43.2241876!4d141.6414962!16s%2Fg%2F1wt3n6b8?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoASAFQAw%3D%3D",,歯科医院,43.2241876,141.6414962,ChIJm-EYJCBIC18RHYHbYTE3QF8,,126392118,電話番号,8033,しんしのつ村歯科診療所,新篠津村第45線北14
247,医療法人社団萌舞会 ハート歯科,0133-26-4719,〒061-3776,北海道,石狩郡,太美町1473−12 当別町,,https://maps.google.com/?cid=11664087661594671584,4,歯科医院,43.196106,141.446654,ChIJx4R8fPY6C18R4Pld4u0p36E,,133264719,電話番号,3820,医療法人社団萌舞会 ハート歯科,太美町147312当別町
248,北海道医療大学 歯科内科クリニック口腔外科外来受付,0133-23-1646,〒061-0212,北海道,石狩郡,当別町金沢1757 歯学部棟,,https://maps.google.com/?cid=11282456254313858869,,歯科医院,43.2327613,141.5495164,ChIJUarVsko4C18RNQdDsC9Wk5w,,133231646,GoogleMapのみ,304109,北海道医療大学 歯科内科クリニック口腔外科外来受付,当別町金沢1757歯学部棟
249,当別駅前クリニック田西歯科,0120-896-480,〒061-0227,北海道,石狩郡,当別町園生711−27,,https://maps.google.com/?cid=6303511018181712360,3.7,歯科医院,43.2219117,141.5152869,ChIJl4QCC5Q5C18R6Fl7pN-Relc,,120896480,電話番号,4629,当別駅前クリニック田西歯科,当別町園生71127
250,北海道医療大学 歯科クリニック矯正歯科外来受付,0133-23-1638,〒061-0212,北海道,石狩郡,当別町金沢1757 歯学部棟,,https://maps.google.com/?cid=6236017587693265520,,歯科医院,43.2327778,141.549534,ChIJUarVsko4C18RcKKLx_TIilY,,133231638,GoogleMapのみ,304110,北海道医療大学 歯科クリニック矯正歯科外来受付,当別町金沢1757歯学部棟
251,北海道医療大学 歯科クリニック小児歯科外来受付,0133-23-1624,〒061-0212,北海道,石狩郡,当別町金沢1757 歯学部棟,http://clinic.hoku-iryo-u.ac.jp/,"https://www.google.com/maps/place/%E5%8C%97%E6%B5%B7%E9%81%93%E5%8C%BB%E7%99%82%E5%A4%A7%E5%AD%A6+%E6%AD%AF%E7%A7%91%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF%E5%B0%8F%E5%85%90%E6%AD%AF%E7%A7%91%E5%A4%96%E6%9D%A5%E5%8F%97%E4%BB%98/@43.2327725,141.549524,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b384ab2d5aa51:0x171333d779641f13!8m2!3d43.2327725!4d141.549524!16s%2Fg%2F1wtbtpm6?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoASAFQAw%3D%3D",,歯科医院,43.2327725,141.549524,ChIJUarVsko4C18REx9kedczExc,,133231624,GoogleMapのみ,304111,北海道医療大学 歯科クリニック小児歯科外来受付,当別町金沢1757歯学部棟
252,北海道医療大学 歯科クリニック外来受付,0133-23-1618,〒061-0212,北海道,石狩郡,当別町金沢1757 総合図書館,,https://maps.google.com/?cid=12042571486475335485,,歯科医院,43.2328684,141.549597,ChIJUarVsko4C18RPTeccfbOH6c,,133231618,GoogleMapのみ,304112,北海道医療大学 歯科クリニック外来受付,当別町金沢1757総合図書館
253,医療法人社団豪齒会 竹花歯科クリニック,0133-74-8686,〒061-3216,北海道,石狩市,花川北6条5丁目139−1,,https://maps.google.com/?cid=9883433363561315932,3.5,歯科医院,43.165643,141.324691,ChIJc_9TgU0kC18RXP5QjEcCKYk,,133748686,電話番号+緯度経度,3112,医療法人社団豪齒会 竹花歯科クリニック,花川北6条5丁目1391
254,うらた歯科,0133-72-8148,〒061-3216,北海道,石狩市,花川北6条3丁目8−番地,https://www.uratashika.com/,"https://www.google.com/maps/place/Urata+Dental+Clinic/@43.1662167,141.3191508,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b244e51f047cd:0x4676b2eaf9fd812e!8m2!3d43.1662167!4d141.3191508!16s%2Fg%2F1tj3kw9v?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoASAFQAw%3D%3D",3,歯科医院,43.1662167,141.3191508,ChIJzUfwUU4kC18RLoH9-eqydkY,,133728148,電話番号+緯度経度,8981,うらた歯科,花川北6条3丁目8番地
255,もちづき歯科医院,0133-64-2226,〒061-3281,北海道,石狩市,花畔1条1丁目43,https://itp.ne.jp/info/015831401000000899/,"https://www.google.com/maps/place/Mochizuki+Dental+Clinic/@43.1755861,141.3181036,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b245bf9ab045d:0xcdc6d348c74fb770!8m2!3d43.1755861!4d141.3181036!16s%2Fg%2F1th5zldm?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoASAFQAw%3D%3D",4.4,歯科医院,43.1755861,141.3181036,ChIJXQSr-VskC18RcLdPx0jTxs0,,133642226,電話番号+緯度経度,4485,もちづき歯科医院,花畔1条1丁目43
256,いしかりkidsデンタルプレイス,0133-77-7739,〒061-3217,北海道,石狩市,花川北7条3丁目9−番,https://www.ishikari-kids-dp.com/,"https://www.google.com/maps/place/%E3%81%84%E3%81%97%E3%81%8B%E3%82%8Akids%E3%83%87%E3%83%B3%E3%82%BF%E3%83%AB%E3%83%97%E3%83%AC%E3%82%A4%E3%82%B9/@43.168859,141.3243911,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b25ce15c25c6b:0x36c5f91c89ac8eba!8m2!3d43.168859!4d141.3243911!16s%2Fg%2F11k40d7vp7?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoASAFQAw%3D%3D",4.7,歯科医院,43.1688073,141.3244299,ChIJa1zCFc4lC18Ruo6siRz5xTY,,133777739,GoogleMapのみ,304113,いしかりkidsデンタルプレイス,花川北7条3丁目9番
257,ビリーブ歯科医院,0133-77-8618,〒061-3216,北海道,石狩市,花川北6条2丁目34−1,,https://maps.google.com/?cid=13581868028943489812,,歯科医院,43.1675449,141.3182876,ChIJ4wCnUU4kC18RFFtpMwN9fLw,,133778618,GoogleMapのみ,304114,ビリーブ歯科医院,花川北6条2丁目341
258,医療法人公善会石川デンタルオフィス,0133-77-5711,〒061-3213,北海道,石狩市,花川北3条3丁目6 3MMビル 2F,https://sites.google.com/view/ishikawa-dental-office/%E3%83%9B%E3%83%BC%E3%83%A0?authuser=2,"https://www.google.com/maps/place/%E5%8C%BB%E7%99%82%E6%B3%95%E4%BA%BA%E5%85%AC%E5%96%84%E4%BC%9A%E7%9F%B3%E5%B7%9D%E3%83%87%E3%83%B3%E3%82%BF%E3%83%AB%E3%82%AA%E3%83%95%E3%82%A3%E3%82%B9/@43.1629694,141.3096007,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b253470a34b4b:0xe0a6b39a56ca6260!8m2!3d43.1629694!4d141.3096007!16s%2Fg%2F11r8mysx9x?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoASAFQAw%3D%3D",5,歯科医院,43.1629694,141.3096007,ChIJS0ujcDQlC18RYGLKVpqzpuA,,133775711,GoogleMapのみ,304115,医療法人公善会石川デンタルオフィス,花川北3条3丁目63MMビル2F
259,医療法人菊地会 キクチデンタルクリニック,0133-76-6480,〒061-3216,北海道,石狩市,花川北6条3丁目182−1,http://kikuchikn.com/,"https://www.google.com/maps/place/%E5%8C%BB%E7%99%82%E6%B3%95%E4%BA%BA%E8%8F%8A%E5%9C%B0%E4%BC%9A+%E3%82%AD%E3%82%AF%E3%83%81%E3%83%87%E3%83%B3%E3%82%BF%E3%83%AB%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/@43.1692304,141.3217821,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b244e3e707549:0xe9aea298d0ef483c!8m2!3d43.1692304!4d141.3217821!16s%2Fg%2F11b5plhgyp?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoASAFQAw%3D%3D",3.4,歯科医院,43.1692304,141.3217821,ChIJSXVwPk4kC18RPEjv0Jiiruk,,133766480,電話番号+緯度経度,8574,医療法人菊地会 キクチデンタルクリニック,花川北6条3丁目1821
260,はなかわ歯科クリニック,0133-73-0100,〒061-3201,北海道,石狩市,花川南1条3丁目56,http://www.hanakawadental.com/,"https://www.google.com/maps/place/Hanakawa+Dental+Clinic/@43.1542541,141.3013328,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b242d3b64462b:0x5e2bfc9c56e66366!8m2!3d43.1542541!4d141.3013328!16s%2Fg%2F1tf60203?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoASAFQAw%3D%3D",2.6,歯科医院,43.1542541,141.3013328,ChIJK0ZkOy0kC18RZmPmVpz8K14,,133730100,電話番号+緯度経度,8757,はなかわ歯科クリニック,花川南1条3丁目56
261,石狩かしま歯科,0133-62-8874,〒061-3208,北海道,石狩市,花川南8条4丁目453,http://ishikari-kashima-dc.com/,"https://www.google.com/maps/place/Ishikarikashima+Dental+Clinic/@43.1377788,141.2883275,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b27313a0f8f97:0x5870e7be13bee4ae!8m2!3d43.1377788!4d141.2883275!16s%2Fg%2F11stztfwd7?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoASAFQAw%3D%3D",5,歯科医院,43.1377788,141.2883275,ChIJl48POjEnC18RruS-E77ncFg,,133628874,GoogleMapのみ,304116,石狩かしま歯科,花川南8条4丁目453
262,医療法人瑛雄会 高松歯科医院,0133-73-3677,〒061-3205,北海道,石狩市,花川南5条2丁目211,http://www.takamatsu-d.com/,"https://www.google.com/maps/place/Takamatsu+Dental+Clinic/@43.1477499,141.2919311,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b267fb094e241:0xb9253b88f06c30a5!8m2!3d43.1477499!4d141.2919311!16s%2Fg%2F1vpq6p96?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoASAFQAw%3D%3D",4,歯科医院,43.1477499,141.2919311,ChIJQeKUsH8mC18RpTBs8Ig7Jbk,,133733677,電話番号+緯度経度,7537,医療法人瑛雄会 高松歯科医院,花川南5条2丁目211
263,もり歯科クリニック,0133-75-6610,〒061-3208,北海道,石狩市,花川南8条1丁目116,,https://maps.google.com/?cid=3475444979184579104,3.7,歯科医院,43.143744,141.2793587,ChIJLau2kWImC18RIDK2fMtCOzA,,133756610,電話番号+緯度経度,8031,もり歯科クリニック,花川南8条1丁目116
264,なかざわ歯科クリニック,0133-72-8118,〒061-3212,北海道,石狩市,花川北2条4丁目144,,https://maps.google.com/?cid=2508944890246682459,5,歯科医院,43.157724,141.312168,ChIJra3WzDQkC18RW1cvsBWQ0SI,,133728118,電話番号+緯度経度,5161,なかざわ歯科クリニック,花川北2条4丁目144
266,医療法人社団 当山歯科医院,0133-73-1791,〒061-3208,北海道,石狩市,花川南8条3丁目20,https://touyamadental.com/,"https://www.google.com/maps/place/Iryo+Hojin+Shadan+Tozan+Dental+Clinic/@43.1416968,141.2848531,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b266359db97c1:0x754a3d0269718456!8m2!3d43.1416968!4d141.2848531!16s%2Fg%2F1td0mtpj?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoASAFQAw%3D%3D",3.4,歯科医院,43.1416968,141.2848531,ChIJwZfbWWMmC18RVoRxaQI9SnU,,133731791,電話番号+緯度経度,4397,医療法人社団 当山歯科医院,花川南8条3丁目20
267,医療法人社団トム 北村歯科,0133-73-3388,,北海道,石狩市,,http://www.tom-dental.jp/kitamura/,"https://www.google.com/maps/place/Kitamura+Dental+Clinic/@43.14665,141.300956,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b25caf80dc42f:0xe91c5fec7a046eff!8m2!3d43.14665!4d141.300956!16s%2Fg%2F1tc_f17r?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoASAFQAw%3D%3D",4,歯科医院,43.14665,141.300956,ChIJL8QN-MolC18R_24EeuxfHOk,,133733388,電話番号+緯度経度,3982,医療法人社団トム 北村歯科,
268,のはた歯科,0133-73-7820,〒061-3209,北海道,石狩市,花川南9条3丁目158−1,https://www.nohata-shika.com/,"https://www.google.com/maps/place/%E3%81%AE%E3%81%AF%E3%81%9F%E6%AD%AF%E7%A7%91/@43.138885,141.285272,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b2665ab969f9d:0x38e22ec6e22b46d3!8m2!3d43.138885!4d141.285272!16s%2Fg%2F1thcs3zm?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoASAFQAw%3D%3D",3,歯科医院,43.138885,141.285272,ChIJnZ-Wq2UmC18R00Yr4sYu4jg,,133737820,電話番号+緯度経度,6909,のはた歯科,花川南9条3丁目1581
269,パストラル歯科,0133-74-1332,〒061-3256,北海道,石狩市,樽川6条2丁目4−2,http://www.dc-pastoral.com/,"https://www.google.com/maps/place/Pastoral+Dental+Clinic/@43.1494033,141.2811604,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b2686bfb44af7:0x35b263c13fbf4564!8m2!3d43.1494033!4d141.2811604!16s%2Fg%2F1td71sxv?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoASAFQAw%3D%3D",3.4,歯科医院,43.1494033,141.2811604,ChIJ90q0v4YmC18RZEW_P8FjsjU,,133741332,電話番号+緯度経度,8072,パストラル歯科,樽川6条2丁目42
270,医療法人社団樹誠会 向田ファミリー歯科,0133-74-2418,〒061-3212,北海道,石狩市,花川北2条2丁目202,,https://maps.google.com/?cid=13600450129347019783,3.9,歯科医院,43.1593853,141.3069943,ChIJmRs01nAlC18RBwQlmVWBvrw,,133742418,電話番号+緯度経度,3941,医療法人社団樹誠会 向田ファミリー歯科,花川北2条2丁目202
271,みとべ歯科医院,011-778-2418,〒002-8074,北海道,札幌市,北区あいの里4条5丁目2−2,,https://maps.google.com/?cid=12609623454866838045,4.7,歯科医院,43.1648405,141.3961681,ChIJ5QkiHEQlC18RHZLFOrlh_q4,,117782418,電話番号+緯度経度,5642,みとべ歯科医院,北区あいの里4条5丁目22
272,フジイ歯科医院,0133-72-8191,〒061-3206,北海道,石狩市,花川南6条5丁目142−4,,https://maps.google.com/?cid=17884301311712719186,5,歯科医院,43.1415732,141.2941273,ChIJM_KYPnomC18RUnGwtEnNMfg,,133728191,電話番号+緯度経度,4749,フジイ歯科医院,花川南6条5丁目1424
273,いしざき歯科,011-773-8211,〒002-8066,北海道,札幌市,北区拓北6条3丁目1−26 みのしまビル,,https://maps.google.com/?cid=462973521107936909,5,歯科医院,43.155874,141.380696,ChIJD-O60W8lC18RjeYM6vbPbAY,,117738211,電話番号+緯度経度,9031,いしざき歯科,北区拓北6条3丁目126みのしまビル
274,じろう歯科,0133-72-8826,〒061-3212,北海道,石狩市,花川北2条5丁目58,,https://maps.google.com/?cid=10996508760707111102,4.7,歯科医院,43.1539099,141.311827,ChIJU7q9RswlC18Rvhhrs3Rym5g,,133728826,電話番号+緯度経度,3506,じろう歯科,花川北2条5丁目58
275,札幌ファミリー歯科医院,011-778-8945,〒002-8071,北海道,札幌市,北区あいの里1条4丁目12−1,,https://maps.google.com/?cid=420334312474409842,3.5,歯科医院,43.15728,141.396708,ChIJlzExfmclC18RcvvxhdRT1QU,,117788945,電話番号+緯度経度,4673,札幌ファミリー歯科医院,北区あいの里1条4丁目121
276,うえまつ歯科医院,011-778-4182,〒002-8072,北海道,札幌市,北区あいの里2条3丁目16−5,http://www7.plala.or.jp/uematsu_dc/,"https://www.google.com/maps/place/Uematsu+Dental+Clinic/@43.1589905,141.3914435,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b25686b7cadf5:0xdb7d9dfbb14ca965!8m2!3d43.1589905!4d141.3914435!16s%2Fg%2F1tfct034?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoASAFQAw%3D%3D",5,歯科医院,43.1589905,141.3914435,ChIJ9a18a2glC18RZalMsfudfds,,117784182,電話番号+緯度経度,8417,うえまつ歯科医院,北区あいの里2条3丁目165
277,えがしら歯科医院,0133-74-4445,〒061-3206,北海道,石狩市,花川南6条2丁目284,https://www.egasira-sika.com/,"https://www.google.com/maps/place/%E3%81%88%E3%81%8C%E3%81%97%E3%82%89%E6%AD%AF%E7%A7%91%E5%8C%BB%E9%99%A2/@43.144737,141.287708,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b267c4f6b31b9:0xbe56eb4f7dd176a2!8m2!3d43.144737!4d141.287708!16s%2Fg%2F1tfq4fsn?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoASAFQAw%3D%3D",3.5,歯科医院,43.144737,141.287708,ChIJuTFrT3wmC18RonbRfU_rVr4,,133744445,電話番号+緯度経度,6551,えがしら歯科医院,花川南6条2丁目284
278,石狩デンタルクリニック,0133-62-5150,〒061-3377,北海道,石狩市,親船町 24−12,,https://maps.google.com/?cid=5129472479742314454,,歯科医院,43.244081,141.349843,ChIJx8ETCO88C18R1scuEAuML0c,,133625150,電話番号+緯度経度,8985,石狩デンタルクリニック,親船町2412
279,コープ歯科クリニック,0133-72-1182,〒061-3213,北海道,石狩市,花川北3条3丁目9−2,,https://maps.google.com/?cid=603391814563583131,2.1,歯科医院,43.1621606,141.3118656,ChIJ1Qx7C0okC18Rm9Rwj6itXwg,,133721182,電話番号,7469,コープ歯科クリニック,花川北3条3丁目92
280,すなやま歯科,011-771-4646,〒002-8023,北海道,札幌市,北区篠路3条7丁目9−16,https://www.sunayama-dental.com/,"https://www.google.com/maps/place/Sunayama+Dental+Clinic/@43.1430049,141.365016,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b2585dab2ce83:0xb0f70311bb67974b!8m2!3d43.1430049!4d141.365016!16s%2Fg%2F1vq9m275?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoASAFQAw%3D%3D",4.1,歯科医院,43.1430049,141.365016,ChIJg86y2oUlC18RS5dnuxED97A,,117714646,電話番号+緯度経度,6028,すなやま歯科,北区篠路3条7丁目916
281,宮崎歯科医院,0133-73-0462,〒061-3201,北海道,石狩市,花川南1条4丁目243,,https://maps.google.com/?cid=9622489139541574253,,歯科医院,43.1511225,141.3059898,ChIJc6d0N9IlC18RbQJu6ePyiYU,,133730462,電話番号+緯度経度,2509,宮崎歯科医院,花川南1条4丁目243
282,ユー・デンタルデザイン,0133-76-6708,〒061-3205,北海道,石狩市,花川南5条2丁目211,,https://maps.google.com/?cid=6299508095828121887,,歯科医院,43.1477499,141.2919311,ChIJ68PEtn8mC18RH1mIpzxZbFc,,133766708,GoogleMapのみ,304117,ユー・デンタルデザイン,花川南5条2丁目211
283,医療法人社団 にいで歯科医院,011-778-6000,〒002-8071,北海道,札幌市,北区あいの里1条4丁目9−17,http://niideshika.la.coocan.jp/index.html,"https://www.google.com/maps/place/Niide+Dental+Clinic/@43.1580048,141.3966809,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b255d7afb1cff:0x80835d325a04613f!8m2!3d43.1580048!4d141.3966809!16s%2Fg%2F1w2ytpf_?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoASAFQAw%3D%3D",,歯科医院,43.1580048,141.3966809,ChIJ_xz7el0lC18RP2EEWjJdg4A,,117786000,電話番号,4748,医療法人社団 にいで歯科医院,北区あいの里1条4丁目917
284,医療 法人 社団 トム,0133-73-3380,,北海道,石狩市,,http://www.tom-dental.jp/contact.html,"https://www.google.com/maps/place/%E5%8C%BB%E7%99%82+%E6%B3%95%E4%BA%BA+%E7%A4%BE%E5%9B%A3+%E3%83%88%E3%83%A0/@43.1466459,141.2984251,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b25d64297a1a1:0x81aff6c591a12df4!8m2!3d43.146642!4d141.301!16s%2Fg%2F11fngzb603?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoASAFQAw%3D%3D",,歯科医院,43.146642,141.301,ChIJoaGXQtYlC18R9C2hkcX2r4E,,133733380,GoogleMapのみ,304118,医療 法人 社団 トム,
285,かわしま歯科医院,011-776-3358,〒002-8064,北海道,札幌市,北区拓北4条2丁目8−3,,https://maps.google.com/?cid=15655820820112227379,2,歯科医院,43.153122,141.3774378,ChIJ_Y9Ml3AlC18RMzz0eRamRNk,,117763358,電話番号+緯度経度,9028,かわしま歯科医院,北区拓北4条2丁目83
286,医療法人和三会 あつた歯科クリニック,0133-78-2771,〒061-3601,北海道,石狩市,厚田区厚田30,http://atsuta-dentalclinic.com/,"https://www.google.com/maps/place/Atsuta+Dental+Clinic/@43.3984601,141.433525,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b6b75de40d9f7:0xe99d11f3c9a3fe4e!8m2!3d43.3984601!4d141.433525!16s%2Fg%2F1tghpc_l?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoASAFQAw%3D%3D",,歯科医院,43.3984601,141.433525,ChIJ99lA3nVrC18RTv6jyfMRnek,,133782771,電話番号,6203,医療法人和三会 あつた歯科クリニック,厚田区厚田30
287,あいの里歯科医院,011-778-8744,〒002-8071,北海道,札幌市,北区あいの里1条6丁目2−1,http://ainosato-dc.com/,"https://www.google.com/maps/place/Ainosato+Dental+Clinic/@43.1559741,141.4003564,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b255e06350255:0x387692d0ea2107ab!8m2!3d43.1559741!4d141.4003564!16s%2Fg%2F1tgm2n8k?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoASAFQAw%3D%3D",2.3,歯科医院,43.1559741,141.4003564,ChIJVQI1Bl4lC18Rqwch6tCSdjg,,117788744,電話番号+緯度経度,5385,あいの里歯科医院,北区あいの里1条6丁目21
288,花川病院歯科直通,0133-76-1771,〒061-3207,北海道,石狩市,花川南7条5丁目2,,https://maps.google.com/?cid=8754449566129323333,,歯科医院,43.1403131,141.2929315,ChIJZ8vKiXomC18RRf01UX8Nfnk,,133761771,GoogleMapのみ,304119,花川病院歯科直通,花川南7条5丁目2
289,岩井歯科医院,01372-7-3850,〒041-1402,北海道,茅部郡,鹿部町鹿部147−7,,https://maps.google.com/?cid=14300293478303849820,,歯科医院,42.0339446,140.8203318,ChIJ8Wgx85NNnl8RXN0i_ibZdMY,,137273850,電話番号+緯度経度,7556,岩井歯科医院,鹿部町鹿部1477
290,医療法人社団歯正会 東豊歯科医院,011-723-5553,〒007-0841,北海道,札幌市,東区北41条東15丁目3−1,,https://maps.google.com/?cid=10248468774730571788,4.9,歯科医院,43.11167,141.367083,ChIJhaRGLTEvC18RDKB_SQ3gOY4,,117235553,電話番号+緯度経度,7545,医療法人社団歯正会 東豊歯科医院,東区北41条東15丁目31
291,ブリストルデンタルクリニック,011-751-4618,〒007-0849,北海道,札幌市,東区北49条東14丁目11−1 ＢＲＩＳＴＯＬ ＤＥＮＴＡＬ ＣＬＩＮＩＣ,http://bristol-dc.com/,"https://www.google.com/maps/place/Bristol+Dental+Clinic/@43.1210682,141.3628155,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b2f45d2b325cd:0xf941257c0b98734f!8m2!3d43.1210682!4d141.3628155!16s%2Fg%2F1thmf5r4?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoASAFQAw%3D%3D",3.7,歯科医院,43.1210682,141.3628155,ChIJzSWz0kUvC18RT3OYC3wlQfk,,117514618,電話番号+緯度経度,8612,ブリストルデンタルクリニック,東区北49条東14丁目111ＢＲＩＳＴＯＬＤＥＮＴＡＬＣＬＩ
292,しろくま歯科,011-711-4690,〒007-0840,北海道,札幌市,東区北40条東15丁目2−13,http://www.4690.jp/,"https://www.google.com/maps/place/Shirokuma+Dental/@43.111421,141.367178,17z/data=!3m1!4b1!4m6!3m5!1s0x5f0b2f31318eb35b:0x751d7299c50b5f18!8m2!3d43.111421!4d141.367178!16s%2Fg%2F1th6354w?entry=ttu&g_ep=EgoyMDI2MDEyNS4wIKXMDSoASAFQAw%3D%3D",4.6,歯科医院,43.111421,141.367178,ChIJW7OOMTEvC18RGF8LxZlyHXU,,117114690,電話番号+緯度経度,4386,しろくま歯科,東区北40条東15丁目213
