施設ID,施設名,電話番号,郵便番号,都道府県,市区町村,住所,web,GoogleMap,ランク,カテゴリ,緯度,経度,施設GID
10972,やすらぎ葬祭清雲,0479-77-0100,〒289-1624,千葉県,山武郡,芝山町小池２５０６?１ やすらぎ葬祭清雲,https://seiun0100.jp/,https://maps.google.com/?cid=10752414490343963028&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,5,,35.6955843,140.4104865,ChIJ8Wj3yMftImARlPm2ngJAOJU
10995,(株)プリエ 家族葬のファミリーホール,0470-62-0983,〒298-0002,千葉県,いすみ市,日在１５９８?２,https://prier2019.com/,https://maps.google.com/?cid=2398307199942864262&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,5,斎場,35.2747505,140.3947633,ChIJm3v4py7LImARhi3bCrF_SCE
10998,哀愁の月虹ひきだ㈲ （月虹ﾎｰﾙ&ｵｰﾛﾗ館）,0470-86-2006,〒298-0123,千葉県,いすみ市,苅谷１７９,http://www.gekkou.co.jp/,https://maps.google.com/?cid=16169427357290859148&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.8,斎場,35.2815679,140.3109182,ChIJf5hpyK21ImARjArOHINYZeA
11005,（株）ＪＡいすみサービス,0120-863-225,〒298-0124,千葉県,いすみ市,弥正３３５,https://jaisumi.or.jp/facilities/service/,https://maps.google.com/?cid=401067875057585399&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,1,,35.285707,140.306406,ChIJ5XnmsEy0ImAR98ygfxvhkAU
11014,アスカ メモリアルホール経田,0120-425-055,〒299-3231,千葉県,大網白里市,経田１２３?１,http://www.asuka.gr.jp/,https://maps.google.com/?cid=11173894214451926057&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,#N/A ,斎場,35.5173494,140.3231784,ChIJGUtx2r6_ImARKRQzEpalEZs
11137,さくらの宮ホール,0479-76-4187,〒289-2241,千葉県,香取郡,多古町多古３５７２?８,https://www.sakuranomiyahall.net/,https://maps.google.com/?cid=3313177821102735439&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,3.3,斎場,35.74831,140.46988,ChIJrXb9gdTxImARTwCIoKzF-i0
11138,（有）丸三典礼,0479-76-3313,〒289-2233,千葉県,香取郡,多古町林１６０?１,https://marusan-sougi.com/,https://maps.google.com/?cid=17426321402149912667&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4,斎場,35.7334779,140.4552176,ChIJjwNFYCHuImARW8DulPy61vE
11142,マルサンセレモニー 東庄ホール,0478-86-1324,〒289-0611,千葉県,香取郡,東庄町新宿１１０７?１,http://www.marusan-sougi.com/71125/%E6%9D%B1%E5%BA%84%E3%83%9B%E3%83%BC%E3%83%AB/,https://maps.google.com/?cid=5644790065607737938&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4,斎場,35.8283254,140.6962521,ChIJz2PKEUsdI2ARUgI0RKhSVk4
11156,青雲閣,0479-85-0911,〒289-1714,千葉県,山武郡,横芝光町母子１９１?１,https://seiunkaku-sousai.com/,https://maps.google.com/?cid=7969667469304434723&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,3.3,イベント会場,35.6767554,140.5106849,ChIJS1s4gajoImARI5DglVbymW4
11162,山東会館,0479-82-0225,〒289-1733,千葉県,山武郡,横芝光町栗山２６６１,http://santokaikan.jp/,https://maps.google.com/?cid=7638191853688726388&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,2.6,斎場,35.659874,140.495247,ChIJtw65C5XoImARdCNmpQVPAGo
11260,（有）哀愁の月虹ひきだ ペット火葬車部,0470-86-2006,〒298-0123,千葉県,いすみ市,苅谷１７９,https://gekkou.co.jp/pet/,https://maps.google.com/?cid=8523075603309068363&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,#N/A ,墓地,35.281783,140.310877,ChIJgV9oyK21ImARSwAJoRoMSHY
11279,（有）浦塚葬儀社 かもい斎場,046-846-5370,〒239-0813,神奈川県,横須賀市,鴨居１丁目１０?２０,https://www.urasou.com/info.html,https://maps.google.com/?cid=911074131446456336&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.3,,35.2503249,139.7311081,ChIJB0JMO7UVGGAREODpcBjJpAw
11304,博善㈱,0120-878-890,〒101-0054,東京都,千代田区,神田錦町１丁目１３,http://www.hakuzen.co.jp/,https://maps.google.com/?cid=4426467956899730320&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,5,斎場,35.691575,139.763653,ChIJVXtGmQWMGGARkFOohCf5bT0
11307,株式会社 葬儀のかぐや東京,0120-014-040,〒113-0033,東京都,文京区,本郷１丁目１０?１１ 本郷ＳＹマンション 2階,http://sougi-kaguya.tokyo/,https://maps.google.com/?cid=4468050486702907683&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.9,,35.70421,139.7575612,ChIJ5VPHnz6MGGARIyFwsj60AT4
11310,（有）よしだ葬儀社,03-3256-8701,〒101-0048,東京都,千代田区,神田司町２丁目６,https://www.kanda-ake.com/,https://maps.google.com/?cid=10325803533385036530&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,#N/A ,,35.6937714,139.7678836,ChIJG3QvggSMGGAR8nLj65qfTI8
11311,（有）黒澤葬儀社,03-3251-5381,〒101-0021,東京都,千代田区,外神田３丁目７?７,http://www.sougi119.com/,https://maps.google.com/?cid=17283441488261541885&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,#N/A ,,35.7028399,139.7701693,ChIJ8VW-9R6MGGAR_e8TRHYe2-8
11312,㈱東京葬礼,03-3539-2550,〒100-0014,東京都,千代田区,永田町２丁目１７?５,http://www.tokyo-sourei.co.jp/about/,https://maps.google.com/?cid=8832117405834075724&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,#N/A ,,35.677176,139.740013,ChIJOa4iWniMGGARTN5Ibfz7kXo
11314,東京葬儀 本店,03-5315-4091,〒160-0004,東京都,新宿区,四谷４丁目３３ 四谷ビル,https://tokyosougi.jp/,https://maps.google.com/?cid=6813288764509818506&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.7,,35.6897587,139.7147433,ChIJOcAZDumMGGARio7EcAiqjV4
11316,農協葬祭センター,0120-494-903,〒100-0014,東京都,千代田区,永田町２丁目１７?５,http://www.hotoke4949.co.jp/,https://maps.google.com/?cid=3386308085488477689&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,#N/A ,,35.677176,139.740013,ChIJOa4iWniMGGAR-eWSJ0OV_i4
11317,東京博善 町屋斎場,03-3892-0311,〒116-0001,東京都,荒川区,町屋１丁目２３?４,https://www.tokyohakuzen.co.jp/sougi/hall/machiya/,https://maps.google.com/?cid=14423162745648354737&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,3.5,斎場,35.7442142,139.7841395,ChIJLVlN5m2OGGARsZUEmBleKcg
11320,セレモピアン 東京本社,03-3556-1111,〒102-0074,東京都,千代田区,九段南３丁目９?１４ 九段南センタービル 8F,https://soudan.ceremore.jp/access/tokyo.html,https://maps.google.com/?cid=14183293770881306681&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,#N/A ,,35.6925326,139.7416805,ChIJO7xWpu6MGGARORBkzoku1cQ
11321,はじめてのお葬式,0120-666-914,〒104-0061,東京都,中央区,銀座１丁目１５?４ 銀座一丁目ビル ９F,https://hajioso.jp/,https://maps.google.com/?cid=4832462316571574620&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,#N/A ,イベント会場,35.673776,139.7704395,ChIJTYkssE-LGGARXMG1md9aEEM
11325,文京区千石の葬儀社 栗芝葬儀社,03-3941-5117,〒112-0011,東京都,文京区,千石４丁目２２?１５,https://www.kurishiba-sougi.com/,https://maps.google.com/?cid=3211512043651900501&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,#N/A ,,35.7304721,139.7390073,ChIJHwwyvbyNGGARVaTCOTCVkSw
11327,東京家族葬,0120-552-000,〒112-0001,東京都,文京区,白山５丁目１?1番3 東京富山会館ビルディング 5階,http://tokyo.yawaragisaijyo.com/?utm_source=google&utm_medium=gmb&utm_campaign=top,https://maps.google.com/?cid=14470092194356599570&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,#N/A ,斎場,35.7200672,139.7511887,ChIJYfR3tqGKGGAREhvHVy8Y0Mg
11330,株式会社ＪＡ東京中央 セレモニーセンター,0120-090-504,〒157-0061,東京都,世田谷区,北烏山３丁目５?６,https://www.ja-tokyo.co.jp/,https://maps.google.com/?cid=17047935740063043240&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.6,,35.6726003,139.6004594,ChIJbxNwiBVgGGARqM4kVDtvluw
11340,花葬儀 大森品川相談サロン,0120-878-339,〒140-0013,東京都,品川区,南大井３丁目２８?１０ オリエントビル 3階,https://www.hana-sougi.com/,https://maps.google.com/?cid=11456085450349268857&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.1,,35.5881241,139.7328017,ChIJKUXw4F-LGGARec-WKAUx_J4
11341,千代田セレモニー 豊島園会館,03-3991-2234,〒176-0001,東京都,練馬区,練馬３丁目２２?６ 豊島園会館,http://www.chiyoda-ceremony.com/,https://maps.google.com/?cid=9530252437076207566&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,2.5,斎場,35.739437,139.649274,ChIJ36lq5qftGGARzme6GxlCQoQ
11342,シンプルなお葬式,0120-010-707,〒185-0021,東京都,国分寺市,南町３丁目２３?６,https://simple-osoushiki.jp/,https://maps.google.com/?cid=15658066854312521889&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,5,斎場,35.6982301,139.4784259,ChIJezS37pPlGGARobCdENigTNk
11344,千代田,03-3802-4191,〒116-0013,東京都,荒川区,西日暮里２丁目３９?４,https://www.chiyoda-corp.jp/company/,https://maps.google.com/?cid=15511804359954154291&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,2.3,斎場,35.730738,139.771004,ChIJFdtbQ9aNGGARM0NsXOH_RNc
11345,株式会社公益社,03-5786-9628,#N/A ,#N/A ,#N/A ,,https://www.koekisha.co.jp/information/e_tokyo/minato/takanawa_detail/,https://maps.google.com/?cid=18034783606494970284&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,#N/A ,企業のオフィス,35.6724897,139.7247038,ChIJ__8_uYOMGGARrMErQiNsSPo
11346,葬儀のえにし,03-6912-3151,〒175-0083,東京都,板橋区,徳丸１丁目２０?１８,https://www.enisi.co.jp/,https://maps.google.com/?cid=1975236805820533879&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.4,斎場,35.7713511,139.667511,ChIJja4OyOvsGGARd8w13mhzaRs
11347,わかば葬祭,0120-395-608,〒194-0012,東京都,町田市,鶴間４丁目７?２２,http://wakaba-sousai.com/,https://maps.google.com/?cid=1236118191300219596&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.9,斎場,35.506505,139.4727019,ChIJM-KqOpH4GGARzBLZHPKSJxE
11354,葬儀社 日本橋式典 中央区民葬取扱指定店,0120-277-888,〒103-0004,東京都,中央区,東日本橋１丁目４?３ 矢の倉Yビル,https://chuoku-sougi.jp/,https://maps.google.com/?cid=12150255920242240372&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4,,35.6908678,139.7860173,ChIJl1of2OGLGGARdCsgeGJhnqg
11356,葬儀社グローバルケア/家族葬-区民葬取扱店,0120-481-224,〒104-0051,東京都,中央区,佃３丁目３?３,https://globalcare.tokyo/,https://maps.google.com/?cid=13206999489289922601&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.5,,35.6649813,139.7867061,ChIJz3TKvHGJGGARKSjk0w-wSLc
11364,ウェルライフホール平安祭典 銀座築地,0120-620-230,〒104-0045,東京都,中央区,築地４丁目４?１６,https://heiansaiten.co.jp/,https://maps.google.com/?cid=9137366611375472423&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,5,斎場,35.6668096,139.7692616,ChIJA1PeXt6LGGARJ7-MbYVyzn4
11369,心に遺るお葬式,03-6240-2482,〒136-0071,東京都,江東区,亀戸７丁目４?４ ペルファヴォーレ,https://www.kokoro-osoushiki.com/,https://maps.google.com/?cid=5516719942910004655&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.8,斎場,35.6954502,139.8333138,ChIJzRKlBjyJGGARr812Ko9Tj0w
11373,江東区葬儀社ワンライフ,0120-275-424,〒135-0013,東京都,江東区,千田１０?３ エールフィールドビル １階,https://one-life-sougi.com/,https://maps.google.com/?cid=2370363600717650148&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.7,,35.6810914,139.8142867,ChIJc_j5deKIGGAR5JhK2SI55SA
11376,築地葬祭 株式会社,03-6260-6151,〒104-0045,東京都,中央区,築地２丁目１５?５ セントラル 東銀座,http://tsukijisousai.jp/,https://maps.google.com/?cid=4834103857465066581&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,#N/A ,,35.6674087,139.7702302,ChIJj1d_B9-LGGARVQSNn9gvFkM
11381,太陽葬祭株式会社,03-5843-7371,〒104-0061,東京都,中央区,銀座２丁目１４?５ 601,http://taiyosousai.com/,https://maps.google.com/?cid=3924804943041213983&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,#N/A ,,35.6715607,139.7705344,ChIJ-Wf2VOCLGGARHzarGk21dzY
11387,東京葬祭 月光の森 南小岩家族葬館,03-3671-6111,〒133-0056,東京都,江戸川区,南小岩６丁目５?７ 東京葬祭小岩家族葬館月光の森,http://www.tokyo-sousai.co.jp/house/%E6%9C%88%E5%85%89%E3%81%AE%E6%A3%AE-%E5%8D%97%E5%B0%8F%E5%B2%A9%E5%AE%B6%E6%97%8F%E8%91%AC%E9%A4%A8/,https://maps.google.com/?cid=10546782861399920378&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,3.7,斎場,35.7298682,139.8776219,ChIJ0WBXdnWGGGAR-o7rGCKzXZI
11390,東京葬祭 シティホール西葛西,0120-886-111,〒134-0088,東京都,江戸川区,西葛西３丁目４?７,https://www.tokyo-sousai.co.jp/house/nishikasai/,https://maps.google.com/?cid=17294452106361018761&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.3,斎場,35.6664211,139.8558696,ChIJ7UtSC-CHGGARiZmnkI88AvA
11394,公益社 青山ご葬儀相談室,0120-948-341,#N/A ,#N/A ,#N/A ,,http://www.koekisha.co.jp/about/corporate.html,https://maps.google.com/?cid=17836550726454789607&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,#N/A ,,35.6727357,139.7253676,ChIJAaoopIOMGGAR58WSNGIoiPc
11396,心に残る家族葬,0120-937-353,〒150-0002,東京都,渋谷区,渋谷３丁目１０?１５,https://www.sougiya.biz/,https://maps.google.com/?cid=1910540161690688877&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,5,,35.6569541,139.7049288,ChIJAb5PaHOLGGARbd2wkieagxo
11397,東京葬祭 月光の森 西小岩家族葬館,0120-886-111,〒133-0057,東京都,江戸川区,西小岩１丁目２０?４,https://tokyo-sousai.co.jp/,https://maps.google.com/?cid=13195660652506186239&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,#N/A ,斎場,35.7339439,139.8787798,ChIJOfLLcHWGGGAR_wE7KXNnILc
11398,多摩中央葬祭株式会社,0120-136-841,〒190-0022,東京都,立川市,錦町４丁目８?３,https://osogi.jp/?utm_source=Google&utm_medium=map,https://maps.google.com/?cid=3430000467321098240&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.9,,35.6911,139.421285,ChIJqXjp1N7jGGARABAZikDPmS8
11412,葬儀の窓口 第一社,0120-370-338,〒107-0062,東京都,港区,南青山６丁目８?２ エステラス南青山 202号室,http://www.daiichisha.com/,https://maps.google.com/?cid=3343486321332968553&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.5,,35.6601815,139.7165389,ChIJjQq19F-LGGARadxtPhhzZi4
11413,港区の葬儀社 麻布葬祭,03-5439-5256,〒106-0045,東京都,港区,麻布十番３丁目７?５ マスコビル麻布弐番館 202,http://www.azabusousai.com/,https://maps.google.com/?cid=17425023682434935847&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,5,,35.6536524,139.7350358,ChIJvXukeZ-LGGARJ6xNqrce0vE
11422,やさしいお葬式,0120-538-175,〒150-0002,東京都,渋谷区,渋谷２丁目３?５ COERU渋谷二丁目 3階,https://y-osohshiki.com/,https://maps.google.com/?cid=3117312093948539701&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.7,,35.6594923,139.7087636,ChIJ01JOvcSLGGARNfPUTdXqQis
11434,㈱日比谷花壇 ライフサポート事業部,0120-063-987,〒106-0047,東京都,港区,南麻布１丁目６?３０,http://www.hibiya-lsp.com/?Xmw=b22x1966x4c39x102ffx8fzcb,https://maps.google.com/?cid=12357698120386716018&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,2.8,斎場,35.651846,139.735995,ChIJL2YpQaGLGGARcqEpc_dcf6s
11439,東都典範株式会社,0120-241-148,〒150-0011,東京都,渋谷区,東３丁目２５?25番10号 Ｔ＆Ｔビル 2階,http://www.tohto-tenpan.com/,https://maps.google.com/?cid=13178004196497435084&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,3.7,企業のオフィス,35.6487853,139.7098667,ChIJKZcrkUGLGGARzCnWJP-s4bY
11444,セレモニーホール大成 五反田,03-3490-3511,〒141-0031,東京都,品川区,西五反田５丁目３０?１３,https://www.taisei-saiten.co.jp/saijyou/1181/,https://maps.google.com/?cid=820166951109284225&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.3,斎場,35.6223062,139.7127937,ChIJa7viP-eKGGARgVFiIX_RYQs
11447,富士典礼,0120-492-210,〒142-0042,東京都,品川区,豊町４丁目３?１７ フジテン,https://www.fujiten.com/,https://maps.google.com/?cid=8351222308556116962&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.3,,35.6065353,139.7200208,ChIJh0P9vJGKGGAR4hPOZXGA5XM
11458,四谷 津乃國屋葬儀社,0120-552-928,〒160-0004,東京都,新宿区,四谷２丁目１３?２ 津乃國屋ビル 1F,https://www.yotsuya-tsunokuniya.com/,https://maps.google.com/?cid=8886882017743843995&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,5,,35.6879473,139.7239826,ChIJ6wO00PKMGGARm7JtRByMVHs
11461,小さな葬儀屋さんKATO-Funeral Service,070-5570-9590,〒169-0075,東京都,新宿区,高田馬場１丁目１２?３２ 1F,https://kato-funeral-service.com/,https://maps.google.com/?cid=9678237954197170526&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,5,,35.7086017,139.7081858,ChIJzwtuPtKNGGARXimgTyQCUIY
11462,まごころ葬儀 やまなか,0120-159-476,〒161-0032,東京都,新宿区,中落合１丁目１７?１２,https://www.sougiyamanaka.com/,https://maps.google.com/?cid=1801243952245181904&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.9,,35.7156136,139.6882985,ChIJnyetn7PyGGAR0A1lx9RN_xg
11466,グランセレモ東京,03-3363-1551,〒161-0034,東京都,新宿区,上落合２丁目２９?１ 山武落合ビル ７F,https://gc-tokyo.co.jp/,https://maps.google.com/?cid=6357944978396477951&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,3,斎場,35.7106148,139.685195,ChIJK4gutCPzGGAR__nMokX1O1g
11468,帝都典礼㈱,0120-191-002,〒160-0022,東京都,新宿区,新宿２丁目１６?６ 新宿イーストスクエアビル,https://www.teitotenrei.co.jp/,https://maps.google.com/?cid=5749877678198975707&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,4.5,斎場,35.6915274,139.7082124,ChIJ1S4ekZGMGGAR22z_vkiry08
11470,葬祭事業部 香式典,0120-058-776,〒169-0073,東京都,新宿区,百人町３丁目５?１６ ヒカリハイム,http://www.kaori-shikiten.com/,https://maps.google.com/?cid=13798435960858166573&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,#N/A ,斎場,35.7074217,139.6983605,ChIJy5D3BDGNGGARLUXtLmbkfb8
11476,㈱日本博礼社,0120-208-904,〒160-0023,東京都,新宿区,西新宿３丁目５?６,http://www.nippaku.net/,https://maps.google.com/?cid=5692032498813715603&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,2,,35.6862405,139.6924017,ChIJjxck5dKMGGARk0TFZWYp_k4
11482,ハートフルセレモニー株式会社,03-6280-8431,〒162-0811,東京都,新宿区,水道町２?１ DUE1F?２ ブライズ神楽坂Due,https://www.heartfullceremony.co.jp/,https://maps.google.com/?cid=2572798419465122584&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,5,,35.7076995,139.735378,ChIJd2sWWlSMGGARGLPn_odqtCM
11490,くみん斎場,03-6454-0019,〒164-0002,東京都,中野区,上高田３丁目１９?１７,http://www.kumin-saijou.com/,https://maps.google.com/?cid=10375298016007331643&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,#N/A ,,35.7154771,139.6735038,ChIJkTipq6PyGGARO5_uKpN2_I8
11492,渋谷葬祭,03-6721-9870,〒164-0011,東京都,中野区,中央５丁目３８?１３ A301,http://shibuya-sousai.com/,https://maps.google.com/?cid=14583940603221683463&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,#N/A ,斎場,35.6997178,139.6672586,ChIJz4hP_hGLGGARB61sqLWQZMo
11496,グリーンホール環七野方,03-3310-8181,〒165-0034,東京都,中野区,大和町２丁目２?１７,https://www.greenhall.jp/,https://maps.google.com/?cid=1838566492026226674&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,3.8,斎場,35.7149371,139.6535403,ChIJYdgNN37tGGAR8scovXvmgxk
11497,アートメモリー株式会社,03-6407-1964,〒151-0053,東京都,渋谷区,代々木５丁目４２?１０?１０１,http://www.artmemory.jp/,https://maps.google.com/?cid=16961405819070439931&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,5,,35.675033,139.691251,ChIJI9BVxHaNGGAR--HvILoEY-s
11510,福井葬儀社,0120-949-441,〒171-0051,東京都,豊島区,長崎２丁目２２?９ 長崎ハイツ 1,http://www.ochiai-saijyou.jp/,https://maps.google.com/?cid=17057413646806988264&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,5,,35.7295827,139.6906887,ChIJTyq_rVCNGGAR6LXUdFYbuOw
11513,あんしん祭典 家族葬ホール田端,03-3828-4444,〒114-0013,東京都,北区,東田端１丁目１７?８８,https://tabata-eh.jp/,https://maps.google.com/?cid=6362120066829301078&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,2.4,,35.7367371,139.7619352,ChIJAQCkJcONGGARVrW-KX7KSlg
11514,東都博善社,03-3812-1411,〒112-0001,東京都,文京区,千石４丁目２２?１５,https://www.toutohakuzen.net/,https://maps.google.com/?cid=6390667907219939331&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,#N/A ,,35.7304721,139.7390073,ChIJsdlxVTWMGGARA2BVN5o2sFg
